,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F
4314,2,1,147,3,3,4120,0,0,0,1,0,0,0,1,0,1,0,0
3409,3,4,202,3,5,5169,0,0,0,0,1,0,1,0,0,0,1,0
7272,4,2,283,2,1,4115,0,0,0,1,0,1,0,0,1,0,0,1
6308,7,5,260,4,3,1930,1,0,0,0,0,1,0,0,0,1,0,1
7136,5,4,238,3,5,5907,1,0,0,0,0,1,0,0,1,0,0,1
4539,2,4,255,7,10,5875,0,1,0,0,0,0,0,1,0,1,0,0
3964,3,1,260,2,6,4332,0,0,1,0,0,0,1,0,0,0,1,1
974,5,3,96,4,12,1655,1,0,0,0,0,1,0,0,0,0,1,1
2159,4,4,228,3,60,2715,0,0,0,0,1,0,0,1,0,1,0,0
3331,4,4,216,2,2,5840,0,0,0,0,1,0,0,1,0,0,1,0
8580,4,2,233,4,6,5256,0,0,0,1,0,0,0,1,1,0,0,1
3955,4,1,224,5,7,5738,0,0,0,0,1,0,1,0,0,1,0,1
6012,6,4,244,4,7,1795,0,0,0,1,0,0,1,0,0,0,1,0
3079,3,1,188,2,14,2074,0,0,0,0,1,0,0,1,0,1,0,1
9139,6,5,298,4,8,1759,0,0,0,0,1,0,0,1,0,0,1,1
7550,3,3,217,2,9,5554,1,0,0,0,0,1,0,0,1,0,0,1
6906,4,5,249,5,3,1530,0,0,0,1,0,0,0,1,0,0,1,0
10016,3,5,184,3,9,4969,1,0,0,0,0,1,0,0,0,0,1,1
2536,4,4,205,3,58,2522,0,0,1,0,0,0,0,1,0,1,0,1
4105,3,2,273,3,2,4948,0,0,0,0,1,1,0,0,0,0,1,1
10165,6,5,286,4,4,4889,0,0,0,0,1,0,0,1,0,0,1,1
2137,5,3,239,4,3,3734,0,0,0,0,1,0,0,1,0,1,0,0
5586,5,2,274,4,7,4929,0,0,0,1,0,0,0,1,0,0,1,1
312,3,3,140,3,51,1046,0,0,0,1,0,0,0,1,0,0,1,0
8648,5,5,272,4,10,1383,1,0,0,0,0,0,0,1,0,0,1,0
3220,3,1,263,2,9,4868,0,0,1,0,0,0,0,1,0,0,1,0
82,4,4,217,3,26,2875,0,0,1,0,0,0,0,1,1,0,0,1
7673,4,5,206,4,1,1593,0,0,0,0,1,1,0,0,0,0,1,1
10043,4,2,232,2,5,4907,0,0,0,0,1,0,0,1,0,1,0,0
3240,2,5,117,3,2,4268,0,0,0,1,0,0,0,1,1,0,0,1
8375,5,2,224,2,8,4047,0,0,0,0,1,0,0,1,0,0,1,0
10207,5,1,259,6,2,1876,0,0,0,0,1,0,0,1,0,1,0,1
3876,4,4,266,2,2,4290,0,0,0,1,0,0,0,1,0,1,0,1
4137,2,3,243,5,5,4750,0,1,0,0,0,0,0,1,0,0,1,0
1559,3,1,171,2,1,1629,0,0,0,0,1,0,0,1,0,1,0,0
6139,4,5,222,3,7,5844,0,0,0,0,1,0,1,0,0,0,1,1
1470,2,3,123,2,11,1383,0,0,0,1,0,0,0,1,0,0,1,0
4190,4,5,175,2,4,4910,1,0,0,0,0,0,0,1,0,0,1,0
3049,3,4,271,4,16,2693,0,0,0,0,1,0,0,1,0,0,1,1
6171,5,5,189,3,7,5717,0,1,0,0,0,1,0,0,0,1,0,0
1402,5,4,199,4,24,3443,0,0,1,0,0,0,0,1,0,1,0,0
3853,3,3,232,3,9,5016,0,0,0,0,1,0,0,1,0,1,0,1
3657,3,2,265,6,9,5936,0,1,0,0,0,0,0,1,0,1,0,0
6604,6,3,295,4,10,1495,0,0,1,0,0,0,0,1,0,1,0,1
3149,2,3,134,3,4,5958,0,0,0,0,1,1,0,0,0,1,0,0
7678,3,2,189,2,3,4617,0,0,1,0,0,1,0,0,0,0,1,1
7159,3,4,177,4,3,1148,0,0,0,0,1,0,0,1,0,0,1,1
8011,5,3,254,6,7,1064,0,0,0,0,1,0,0,1,0,1,0,0
2556,3,3,175,3,32,1848,0,0,0,1,0,0,0,1,0,0,1,1
10374,4,1,258,3,10,4906,0,0,0,1,0,0,0,1,0,1,0,1
9109,5,4,231,2,7,5491,0,0,0,0,1,0,0,1,0,0,1,1
3835,3,5,220,4,2,4313,0,0,0,0,1,1,0,0,0,1,0,0
4379,3,1,236,2,8,5591,0,0,0,0,1,1,0,0,0,0,1,1
10142,6,5,267,4,3,1550,1,0,0,0,0,1,0,0,0,1,0,0
5096,5,3,273,4,2,4186,1,0,0,0,0,0,0,1,0,0,1,0
7959,6,4,247,4,7,1831,0,1,0,0,0,1,0,0,0,1,0,0
3511,4,2,177,3,8,4904,0,0,0,0,1,0,0,1,0,1,0,0
3089,4,5,219,3,27,3684,0,0,0,0,1,0,0,1,0,0,1,0
10274,5,5,213,3,5,5247,1,0,0,0,0,1,0,0,0,0,1,0
10988,4,3,192,4,2,1830,1,0,0,0,0,0,0,1,0,1,0,1
8578,4,5,253,3,1,5402,0,0,1,0,0,0,0,1,0,1,0,1
2855,4,1,182,6,41,2047,0,0,0,0,1,0,1,0,0,1,0,0
10801,5,3,234,5,7,1691,0,0,0,0,1,0,1,0,0,1,0,0
10675,4,3,230,3,1,5114,0,0,0,0,1,0,1,0,1,0,0,1
9180,7,3,302,4,7,1915,0,0,0,1,0,1,0,0,0,0,1,1
4130,6,3,100,4,3,5756,1,0,0,0,0,0,0,1,0,1,0,0
10229,5,3,284,5,4,5343,0,0,0,0,1,0,0,1,0,0,1,1
449,4,3,140,2,22,1248,0,0,0,0,1,0,0,1,0,1,0,1
10968,4,4,257,5,4,1668,0,0,0,1,0,1,0,0,0,0,1,1
7542,6,3,226,3,4,4604,0,0,0,1,0,1,0,0,1,0,0,1
6300,6,4,258,4,2,1051,0,0,0,1,0,1,0,0,0,1,0,1
277,4,4,212,3,21,3307,0,0,0,0,1,1,0,0,0,1,0,0
9751,4,3,212,3,1,4518,0,0,0,0,1,0,0,1,0,1,0,1
4076,5,2,248,8,10,4583,1,0,0,0,0,0,0,1,0,1,0,1
7744,5,3,243,5,9,1312,0,0,1,0,0,0,0,1,0,1,0,1
6566,4,4,249,6,1,1398,1,0,0,0,0,0,1,0,0,1,0,1
9232,3,3,264,2,6,4102,0,0,1,0,0,0,0,1,0,1,0,0
4044,2,1,228,3,1,5500,0,0,0,1,0,0,0,1,1,0,0,1
8229,4,2,282,4,5,5422,0,1,0,0,0,1,0,0,0,0,1,0
1336,3,1,140,4,27,1184,0,0,1,0,0,0,0,1,0,1,0,0
9979,3,2,257,2,8,4242,0,0,0,0,1,0,1,0,0,0,1,0
2346,3,2,273,3,12,2154,0,0,0,1,0,0,0,1,0,1,0,1
3573,3,4,143,4,5,5545,0,1,0,0,0,1,0,0,0,0,1,0
2289,3,1,238,2,50,3438,0,1,0,0,0,0,0,1,0,0,1,1
8453,5,3,242,3,6,5013,0,0,0,0,1,0,0,1,0,0,1,1
1093,2,5,216,2,57,3807,0,0,0,0,1,1,0,0,0,0,1,1
2852,4,4,153,3,27,1613,1,0,0,0,0,0,1,0,0,1,0,1
9040,5,1,158,4,4,5687,0,0,1,0,0,1,0,0,0,0,1,1
9647,4,1,272,2,2,5022,0,0,0,0,1,0,0,1,0,1,0,0
1835,4,2,234,2,27,3393,0,0,0,0,1,0,0,1,1,0,0,0
5960,6,1,250,4,10,1623,1,0,0,0,0,0,0,1,0,1,0,0
165,3,3,166,4,17,1498,0,1,0,0,0,0,0,1,0,0,1,1
10121,3,3,274,4,7,4828,0,0,0,0,1,0,1,0,0,0,1,1
720,5,3,170,3,12,1018,0,0,0,1,0,0,0,1,0,1,0,1
3462,3,4,271,2,6,4218,0,0,0,1,0,0,0,1,0,0,1,0
6090,4,2,249,3,6,5051,0,0,0,1,0,0,0,1,0,1,0,1
412,4,3,142,4,12,1396,0,0,1,0,0,1,0,0,0,0,1,0
1676,3,4,240,2,2,3729,1,0,0,0,0,0,0,1,0,0,1,1
9486,3,5,211,2,9,4577,0,0,0,1,0,0,0,1,0,0,1,1
4959,5,5,191,4,10,4933,0,1,0,0,0,0,0,1,0,0,1,1
7517,3,1,179,2,3,5159,0,0,0,0,1,0,1,0,0,1,0,0
10919,5,1,221,6,7,1841,0,0,0,0,1,0,0,1,0,0,1,1
5722,6,3,266,4,8,1983,0,0,1,0,0,0,0,1,0,0,1,0
7221,3,1,268,4,4,5006,0,1,0,0,0,0,0,1,0,0,1,1
9264,4,3,255,4,10,4740,0,0,0,1,0,0,0,1,0,0,1,1
9047,3,2,226,3,5,5484,0,0,0,0,1,1,0,0,0,1,0,1
1250,4,4,192,4,46,3599,1,0,0,0,0,0,0,1,0,0,1,1
5693,3,3,145,3,10,5696,0,0,0,0,1,0,0,1,0,1,0,1
6197,4,2,268,4,3,5275,0,0,0,0,1,0,0,1,0,1,0,1
10686,5,4,184,5,5,4782,0,0,0,1,0,1,0,0,0,1,0,1
9332,6,4,144,4,5,4631,1,0,0,0,0,1,0,0,0,1,0,1
7500,7,2,300,4,10,1179,0,0,0,1,0,0,0,1,0,0,1,1
6248,5,2,145,3,2,4836,1,0,0,0,0,0,0,1,0,0,1,0
5130,4,5,172,2,7,4559,0,0,0,1,0,0,0,1,0,0,1,0
3042,4,5,267,3,53,3742,0,0,0,1,0,0,0,1,0,1,0,1
9817,4,4,207,3,1,4019,0,0,0,0,1,0,0,1,0,0,1,1
6043,6,2,250,4,3,1777,0,0,0,0,1,1,0,0,0,0,1,1
4665,3,4,184,4,2,4052,0,1,0,0,0,1,0,0,0,0,1,0
3435,3,4,217,2,9,5450,0,1,0,0,0,1,0,0,0,0,1,1
9849,5,1,243,3,10,4037,0,1,0,0,0,0,1,0,0,0,1,1
320,3,4,224,2,15,2701,1,0,0,0,0,0,0,1,0,0,1,1
3132,3,5,251,3,21,2476,0,0,0,1,0,0,1,0,0,1,0,1
9888,7,2,255,4,10,1372,0,0,0,1,0,0,0,1,0,0,1,1
7481,5,5,269,5,4,1454,0,0,0,0,1,0,0,1,0,1,0,0
2816,4,2,262,2,37,3523,1,0,0,0,0,0,0,1,0,1,0,1
3472,5,4,134,3,4,4908,0,0,1,0,0,0,0,1,0,0,1,0
7784,4,2,144,3,2,4264,1,0,0,0,0,0,1,0,0,1,0,0
1590,4,1,272,3,49,2803,0,0,0,1,0,0,0,1,0,0,1,0
10324,4,1,269,3,7,5211,0,0,1,0,0,0,0,1,0,1,0,1
2647,3,1,269,3,61,3542,0,0,0,0,1,0,0,1,0,1,0,0
2762,5,1,263,2,4,1092,1,0,0,0,0,0,0,1,0,0,1,1
5362,4,2,240,3,9,5170,0,0,1,0,0,0,0,1,0,0,1,0
112,4,3,175,2,25,1816,0,0,1,0,0,0,1,0,0,1,0,0
6587,6,1,254,4,3,1488,0,0,0,0,1,1,0,0,0,0,1,1
4805,7,5,278,4,5,1572,0,0,0,0,1,1,0,0,0,1,0,1
77,3,3,113,3,43,1518,0,0,0,0,1,0,0,1,0,1,0,1
321,4,5,141,3,12,1672,0,1,0,0,0,0,0,1,0,0,1,0
2574,4,1,189,2,63,3474,0,0,0,1,0,0,0,1,0,0,1,1
8847,4,3,224,3,6,5054,0,1,0,0,0,0,0,1,0,0,1,1
6204,5,4,216,4,8,5878,0,0,0,1,0,0,0,1,0,0,1,1
3779,2,1,111,2,1,4296,0,0,0,0,1,0,0,1,0,1,0,1
7164,5,4,225,5,7,1476,0,0,0,1,0,0,0,1,0,1,0,0
10442,4,3,264,6,7,1178,1,0,0,0,0,0,0,1,0,0,1,1
2582,5,4,230,2,48,3743,1,0,0,0,0,0,1,0,0,0,1,1
7519,4,4,155,3,2,4094,0,0,0,0,1,0,1,0,0,1,0,1
4993,3,5,268,3,6,5603,0,0,0,0,1,0,0,1,0,1,0,1
7870,5,4,223,3,7,4671,0,0,1,0,0,0,0,1,0,1,0,0
9115,3,4,247,3,9,5383,0,0,0,0,1,0,0,1,0,0,1,0
6412,3,2,215,2,7,5988,0,0,1,0,0,0,1,0,0,0,1,0
10187,5,2,243,6,7,1752,0,0,0,0,1,0,0,1,0,0,1,0
3274,3,5,237,3,4,5561,0,0,1,0,0,0,1,0,0,1,0,0
10667,4,3,263,6,8,1123,0,0,0,0,1,0,1,0,0,0,1,0
4346,4,4,280,5,3,5034,1,0,0,0,0,0,0,1,0,1,0,1
8942,3,1,266,3,8,4574,1,0,0,0,0,0,0,1,0,1,0,1
2226,4,3,180,4,14,1686,0,0,0,1,0,0,0,1,0,1,0,0
2214,4,2,182,2,54,3261,0,0,0,1,0,0,0,1,0,0,1,1
5184,3,2,111,2,4,4245,0,0,0,1,0,0,1,0,0,1,0,1
8754,6,4,220,4,5,5465,0,0,0,1,0,0,1,0,0,1,0,0
7037,3,1,166,2,10,4137,0,0,0,0,1,0,0,1,0,1,0,1
9166,6,4,294,3,7,1455,0,0,1,0,0,0,1,0,0,0,1,0
4666,3,5,202,3,2,5208,0,0,1,0,0,1,0,0,0,1,0,0
8147,3,3,200,3,2,4777,0,0,0,0,1,0,0,1,1,0,0,1
2344,4,3,210,3,46,2344,0,0,1,0,0,1,0,0,0,1,0,1
9749,3,5,147,2,6,4350,0,0,0,0,1,0,0,1,0,0,1,0
5118,5,2,139,4,9,5070,0,0,0,1,0,0,0,1,0,1,0,1
10253,3,1,263,3,10,4911,0,0,0,0,1,0,1,0,1,0,0,0
6434,4,2,238,2,9,4937,1,0,0,0,0,1,0,0,0,0,1,1
7118,3,5,221,3,8,4523,1,0,0,0,0,0,1,0,0,0,1,1
4598,2,1,255,3,1,5929,1,0,0,0,0,0,0,1,0,0,1,1
6060,4,3,199,3,8,4391,0,0,0,1,0,0,0,1,0,1,0,0
10116,4,5,170,3,3,4695,0,0,0,1,0,0,1,0,0,0,1,0
9787,2,1,206,2,7,4721,0,0,0,0,1,0,0,1,0,1,0,0
2613,4,2,273,5,6,2126,0,1,0,0,0,1,0,0,0,0,1,1
4990,2,3,198,2,6,1996,0,0,1,0,0,0,0,1,0,0,1,1
2711,5,2,246,2,13,2652,0,0,0,0,1,0,0,1,0,0,1,0
799,5,5,249,4,38,2797,0,0,0,0,1,0,1,0,0,0,1,1
3912,4,4,121,5,8,4233,0,0,0,1,0,0,0,1,0,1,0,1
1132,3,3,175,3,45,1212,0,0,1,0,0,0,0,1,1,0,0,1
1987,2,3,151,3,22,1024,0,0,0,0,1,0,0,1,0,0,1,0
9913,7,2,277,5,7,1260,0,0,0,0,1,0,0,1,0,1,0,1
10195,4,3,264,6,10,1962,0,0,0,0,1,0,0,1,0,0,1,1
5276,6,5,294,4,4,1302,1,0,0,0,0,0,0,1,0,1,0,0
9745,4,2,264,2,9,4490,0,0,0,0,1,0,0,1,0,1,0,1
6785,4,3,189,2,7,4765,0,0,0,0,1,0,0,1,0,1,0,1
9736,4,2,111,2,4,5393,0,0,1,0,0,1,0,0,1,0,0,1
10614,3,5,228,4,7,4068,0,0,0,1,0,0,0,1,0,1,0,1
7198,6,4,291,4,5,1112,0,0,1,0,0,0,0,1,0,1,0,1
4529,4,5,142,10,5,4147,0,0,0,0,1,1,0,0,1,0,0,1
10886,4,2,226,2,2,4332,1,0,0,0,0,0,0,1,0,1,0,1
6382,4,1,214,2,10,4447,0,0,1,0,0,0,0,1,0,1,0,1
7237,3,1,238,3,6,5092,0,0,0,0,1,0,1,0,0,0,1,1
4307,4,5,135,3,6,5266,0,0,0,0,1,0,0,1,0,0,1,1
9065,4,2,263,3,4,4935,0,0,0,0,1,0,0,1,0,0,1,0
9351,7,1,267,4,9,1261,0,1,0,0,0,0,0,1,0,0,1,0
3470,2,5,107,3,2,4853,1,0,0,0,0,0,0,1,0,0,1,0
8456,3,5,124,2,1,5709,1,0,0,0,0,0,0,1,0,0,1,0
1020,3,4,166,3,43,1095,0,0,0,1,0,0,0,1,0,0,1,0
2811,3,4,230,2,15,2302,0,1,0,0,0,0,0,1,0,0,1,1
8936,4,3,225,5,3,1224,1,0,0,0,0,0,0,1,0,0,1,0
3346,4,5,151,4,10,4796,0,0,1,0,0,0,0,1,0,0,1,0
8973,5,1,160,4,5,5841,0,1,0,0,0,0,0,1,0,0,1,0
9061,2,2,160,6,9,4972,0,0,0,0,1,0,0,1,0,0,1,1
9575,5,5,199,3,6,5547,0,0,0,0,1,0,1,0,1,0,0,0
3086,3,2,223,2,64,3595,1,0,0,0,0,0,0,1,0,1,0,0
4994,3,3,269,3,6,4260,1,0,0,0,0,0,0,1,1,0,0,1
9827,5,4,143,2,1,5872,0,0,0,0,1,0,0,1,0,1,0,0
8736,4,4,229,2,9,5672,0,0,0,1,0,0,0,1,0,1,0,1
1757,4,3,217,3,51,3144,0,0,0,0,1,0,1,0,0,1,0,0
6346,4,3,223,3,7,5935,0,0,1,0,0,0,0,1,0,0,1,1
1079,2,4,141,3,27,1628,0,0,0,0,1,0,1,0,0,0,1,1
3241,3,4,170,3,5,4716,0,0,0,0,1,0,0,1,0,1,0,0
2236,4,2,275,3,26,2449,0,0,1,0,0,0,0,1,0,0,1,0
4185,5,5,228,4,6,4946,0,1,0,0,0,0,0,1,0,1,0,0
10000,4,1,234,2,4,5164,0,0,1,0,0,1,0,0,0,0,1,1
6420,4,5,181,3,1,5310,0,0,0,1,0,0,1,0,0,0,1,0
8180,3,1,189,2,5,4738,1,0,0,0,0,0,0,1,0,1,0,1
9539,5,4,275,2,7,5292,0,0,0,0,1,0,0,1,0,0,1,0
4019,3,5,226,3,8,5203,0,0,0,0,1,0,0,1,0,1,0,0
1751,4,4,136,3,6,1900,0,0,0,0,1,0,0,1,0,1,0,0
2205,6,2,229,3,13,2322,0,1,0,0,0,1,0,0,0,0,1,0
4800,7,1,291,4,2,1216,0,0,0,1,0,1,0,0,0,1,0,0
943,4,2,186,10,45,3722,0,0,0,0,1,0,1,0,0,1,0,0
9062,4,4,251,4,10,5984,1,0,0,0,0,0,0,1,0,1,0,1
4318,4,4,249,10,2,4190,0,0,1,0,0,0,0,1,0,0,1,1
2315,4,5,135,2,22,1195,0,0,0,0,1,0,1,0,1,0,0,1
6610,6,4,283,4,1,1384,0,0,1,0,0,0,0,1,0,0,1,0
10575,4,3,184,3,5,4712,0,1,0,0,0,0,0,1,0,1,0,1
5509,6,4,304,4,6,1342,0,0,0,0,1,0,0,1,0,1,0,0
5526,6,5,252,4,9,1460,0,0,0,1,0,0,0,1,0,1,0,1
9220,5,3,156,3,6,5231,0,0,1,0,0,0,0,1,0,1,0,1
5761,7,3,244,5,10,1913,0,0,0,0,1,1,0,0,0,0,1,1
10790,4,4,224,5,5,1184,1,0,0,0,0,0,0,1,0,0,1,1
8694,3,5,220,3,9,5672,0,0,0,1,0,0,0,1,0,1,0,1
2584,2,2,285,2,16,2223,0,0,1,0,0,0,1,0,0,0,1,1
3211,3,5,251,2,4,4015,0,0,0,0,1,0,0,1,0,1,0,0
10290,4,1,266,2,4,5116,0,0,0,1,0,1,0,0,1,0,0,0
8039,4,1,245,5,3,1537,0,0,0,0,1,0,0,1,0,1,0,1
1610,5,4,259,3,38,3720,1,0,0,0,0,0,0,1,0,1,0,1
6900,5,5,260,5,6,1860,0,0,0,1,0,0,0,1,0,1,0,1
4940,3,5,251,3,4,4156,1,0,0,0,0,1,0,0,1,0,0,1
6303,6,5,301,4,3,1958,0,1,0,0,0,1,0,0,0,1,0,1
10261,4,1,160,2,1,5741,0,0,0,0,1,0,1,0,0,0,1,0
10816,3,3,176,3,9,5575,0,0,1,0,0,0,1,0,0,0,1,0
10979,4,2,253,5,3,1086,0,0,0,0,1,0,0,1,0,1,0,1
3305,5,1,208,2,8,5218,0,0,0,0,1,0,0,1,0,1,0,1
2930,4,4,255,3,60,2777,1,0,0,0,0,0,0,1,0,0,1,1
1352,4,1,162,2,47,1540,1,0,0,0,0,0,1,0,0,1,0,1
291,4,1,206,3,23,3807,0,1,0,0,0,0,0,1,0,0,1,0
1691,4,2,189,3,6,3671,0,0,0,0,1,0,0,1,0,0,1,0
7890,3,2,262,2,7,5141,0,0,0,1,0,0,0,1,0,1,0,0
8970,4,5,247,2,9,4656,0,0,0,1,0,0,0,1,0,0,1,1
3382,3,4,205,8,5,4869,0,0,1,0,0,0,0,1,0,0,1,1
5078,4,3,181,3,10,4541,1,0,0,0,0,1,0,0,0,0,1,0
3344,3,4,133,2,7,4663,1,0,0,0,0,0,0,1,0,1,0,1
9906,6,2,173,3,4,5970,0,0,0,1,0,0,0,1,0,0,1,1
1883,3,5,241,10,41,3015,0,0,0,0,1,0,0,1,0,0,1,0
6678,3,5,135,2,9,5614,0,0,0,1,0,0,0,1,0,0,1,1
2675,3,2,109,3,30,1597,0,0,0,0,1,0,0,1,0,1,0,1
2696,4,2,191,2,65,3082,1,0,0,0,0,0,0,1,1,0,0,0
3370,4,5,151,4,3,5470,0,0,1,0,0,0,0,1,0,0,1,0
9858,6,3,166,5,3,4596,0,0,0,1,0,0,1,0,0,0,1,1
5214,6,2,291,4,8,1019,0,0,0,1,0,1,0,0,0,1,0,0
4151,4,4,177,2,6,5116,0,0,0,0,1,0,0,1,0,1,0,1
9676,6,2,259,4,5,1771,0,0,1,0,0,0,0,1,0,1,0,0
10742,5,3,219,6,9,1019,1,0,0,0,0,0,0,1,0,1,0,1
3727,3,4,148,4,1,4249,0,0,0,0,1,0,0,1,1,0,0,1
5197,3,1,221,10,10,5473,0,0,0,0,1,0,1,0,0,0,1,0
6783,5,2,249,3,9,5978,0,1,0,0,0,0,0,1,0,1,0,0
7346,3,2,206,2,7,4185,1,0,0,0,0,0,0,1,0,1,0,1
3935,3,1,139,2,3,4226,0,0,0,0,1,0,0,1,0,0,1,0
8182,3,5,196,3,1,5303,0,0,1,0,0,0,0,1,0,1,0,0
5076,3,5,217,3,9,4306,0,0,0,1,0,1,0,0,0,1,0,0
4739,3,5,233,3,7,5787,0,0,0,0,1,0,0,1,0,0,1,1
140,4,4,264,3,59,2020,1,0,0,0,0,1,0,0,1,0,0,0
4595,4,2,192,4,2,5503,0,0,0,0,1,0,0,1,0,0,1,1
798,4,3,184,3,19,2774,0,0,0,1,0,0,1,0,0,0,1,1
2045,3,3,273,4,12,2151,0,0,0,0,1,0,1,0,0,1,0,0
1099,4,3,163,2,12,1092,0,0,0,0,1,1,0,0,0,1,0,1
246,2,3,139,3,3,1788,0,0,0,1,0,0,0,1,0,1,0,1
290,4,4,270,3,12,3279,1,0,0,0,0,1,0,0,0,1,0,0
9707,5,2,249,6,8,1170,0,0,0,0,1,0,1,0,0,1,0,0
10509,3,4,247,2,2,4975,0,1,0,0,0,0,0,1,0,1,0,0
6469,5,3,189,5,7,4869,0,0,0,0,1,0,0,1,0,1,0,0
1003,3,3,254,3,3,2837,0,0,0,0,1,0,0,1,0,0,1,0
5286,3,5,218,2,4,5142,0,0,0,1,0,0,0,1,0,1,0,0
7763,6,4,272,4,10,1171,0,0,0,0,1,0,0,1,0,0,1,1
2721,4,4,238,3,13,2042,0,1,0,0,0,0,1,0,0,1,0,1
5937,3,3,265,3,8,5070,0,1,0,0,0,0,0,1,0,0,1,1
5107,6,1,257,4,3,5656,0,0,0,0,1,0,0,1,0,0,1,1
2304,5,2,157,2,58,1654,0,0,0,1,0,0,1,0,0,1,0,0
10627,3,5,136,3,7,4147,0,0,0,0,1,0,0,1,0,0,1,1
9327,4,3,261,6,6,5068,0,1,0,0,0,1,0,0,0,1,0,1
5762,6,3,245,4,2,1158,1,0,0,0,0,1,0,0,0,1,0,0
356,3,4,198,2,25,2774,1,0,0,0,0,0,0,1,0,1,0,0
1511,4,4,207,3,20,2637,0,0,0,0,1,1,0,0,0,1,0,0
1238,3,5,183,3,44,3158,1,0,0,0,0,1,0,0,0,0,1,1
2232,4,4,156,3,20,1523,0,0,0,1,0,0,0,1,0,1,0,0
10242,4,2,160,3,5,4492,0,0,0,1,0,0,0,1,0,1,0,0
1421,5,5,167,3,53,1564,0,0,0,0,1,0,0,1,0,1,0,1
2426,3,5,267,2,16,2913,1,0,0,0,0,0,0,1,0,1,0,1
5759,6,5,268,4,2,1324,0,0,0,0,1,1,0,0,0,1,0,1
3361,5,2,250,3,6,5298,0,0,0,0,1,0,0,1,0,0,1,1
2960,3,4,212,8,56,3337,1,0,0,0,0,0,0,1,0,1,0,1
3363,5,2,244,3,2,4198,0,1,0,0,0,0,0,1,0,1,0,0
3720,4,5,224,2,6,4994,0,0,0,1,0,0,0,1,0,1,0,0
9099,6,5,282,4,5,1364,0,1,0,0,0,0,0,1,0,1,0,0
6011,7,1,276,4,8,1560,0,0,0,0,1,0,1,0,0,1,0,1
5274,7,5,292,5,5,1932,0,0,0,1,0,0,0,1,0,1,0,0
8884,6,4,289,4,1,1656,0,0,1,0,0,0,1,0,0,1,0,1
10192,6,1,189,2,6,1269,0,0,1,0,0,0,0,1,0,1,0,1
8878,4,1,271,5,3,1328,0,0,1,0,0,0,1,0,0,0,1,1
4737,4,1,188,2,6,5894,0,1,0,0,0,0,0,1,0,1,0,0
3207,6,4,227,5,8,4388,0,1,0,0,0,0,0,1,0,0,1,1
7905,3,2,139,3,4,5531,0,1,0,0,0,0,0,1,0,0,1,0
4522,3,1,269,2,6,5703,0,0,1,0,0,1,0,0,0,0,1,0
4330,5,2,168,4,10,5373,0,0,1,0,0,0,0,1,0,1,0,0
6660,4,1,261,3,10,5943,0,0,0,1,0,0,0,1,0,1,0,1
31,5,3,257,2,61,3341,0,0,0,0,1,0,0,1,0,1,0,1
6408,3,4,223,3,7,5336,0,0,0,1,0,0,0,1,0,1,0,1
3352,4,3,244,2,10,4486,0,0,1,0,0,0,0,1,0,1,0,0
6948,3,4,205,5,4,4483,0,0,0,1,0,0,0,1,0,1,0,1
6258,6,1,244,4,5,1867,0,0,0,1,0,0,0,1,0,1,0,0
5135,4,4,240,2,4,5101,0,0,0,0,1,0,0,1,0,0,1,1
7980,2,4,165,3,7,5856,0,0,0,1,0,0,0,1,0,0,1,0
1042,5,1,170,3,60,1883,0,0,1,0,0,0,0,1,0,0,1,1
4637,3,4,190,4,7,5963,0,0,0,0,1,0,1,0,0,0,1,1
1094,3,1,185,3,3,3051,1,0,0,0,0,1,0,0,0,0,1,0
10070,3,1,160,2,5,4435,1,0,0,0,0,0,0,1,0,0,1,0
9684,6,1,303,4,9,1080,0,0,0,1,0,0,0,1,0,1,0,1
1781,4,4,146,2,52,1459,0,0,0,0,1,1,0,0,0,1,0,0
2049,4,4,248,3,59,2868,0,1,0,0,0,0,1,0,0,0,1,0
1906,4,1,148,3,23,1814,0,0,1,0,0,0,1,0,1,0,0,1
6838,4,3,207,10,9,4179,0,0,1,0,0,0,1,0,0,1,0,1
57,3,3,193,3,29,3453,0,1,0,0,0,0,0,1,0,0,1,1
4536,4,2,266,3,1,5532,0,0,0,1,0,1,0,0,1,0,0,0
5313,4,2,256,4,4,5469,0,1,0,0,0,0,0,1,0,0,1,0
3543,5,5,265,3,3,5837,0,1,0,0,0,0,1,0,1,0,0,1
8437,5,1,267,4,5,5792,0,0,0,0,1,0,0,1,0,1,0,0
9026,3,4,162,5,1,4240,1,0,0,0,0,0,1,0,0,1,0,1
7799,3,5,234,2,1,4455,0,0,0,0,1,0,1,0,0,0,1,1
10389,4,5,185,2,6,4610,0,1,0,0,0,0,1,0,0,1,0,0
415,3,2,115,3,27,1814,0,0,0,0,1,1,0,0,0,1,0,1
6329,4,3,228,3,1,5129,0,0,0,0,1,0,0,1,0,0,1,1
2542,2,5,190,8,11,2976,0,0,1,0,0,0,0,1,0,0,1,0
6560,6,5,269,4,2,1243,1,0,0,0,0,0,1,0,0,1,0,1
4679,4,5,205,3,9,4411,0,0,0,0,1,0,0,1,0,0,1,1
